,text_clean,text_preprocessed
1030,seorang dokter yang juga tiktoker di palembang nicho saputra nugraha mengaku jadi korban penipuan jastip tiket konser coldplay di jakarta ia rugi rp  juta  via,"['dokter', 'tiktoker', 'palembang', 'nicho', 'saputra', 'nugraha', 'aku', 'korban', 'tipu', 'jastip', 'tiket', 'konser', 'coldplay', 'jakarta', 'rugi', 'rp', 'juta', 'via']"
1031,gak niat nonton coldplay cuma baca berita ini jadi  ironi vokalisnya coldplay chris martin ini dikenal sbg aktivis make trade fairnya oxfam smg sebgian keuntgn konser dipakai utk bangun sistem  lingkungan perdagangan yg adil,"['gak', 'niat', 'nonton', 'coldplay', 'baca', 'berita', 'ironi', 'vokalis', 'coldplay', 'chris', 'martin', 'kenal', 'sbg', 'aktivis', 'make', 'trade', 'fairnya', 'oxfam', 'smg', 'sebgian', 'keuntgn', 'konser', 'pakai', 'utk', 'bangun', 'sistem', 'lingkung', 'dagang', 'yg', 'adil']"
1032,wts  want to sell tiket coldplay jkt  my universe festival  serius buyer onlyy price dm aja yaa   tags  wts wtb coldplay in jakarta  fomo soldout cat  cat  cat  cat  cat  festival my universe ultimate experience cat  vip chris martin tiket konser,"['wts', 'want', 'to', 'sell', 'tiket', 'coldplay', 'jkt', 'my', 'universe', 'festival', 'serius', 'buyer', 'onlyy', 'price', 'dm', 'aja', 'yaa', 'tags', 'wts', 'wtb', 'coldplay', 'in', 'jakarta', 'fomo', 'soldout', 'cat', 'cat', 'cat', 'cat', 'cat', 'festival', 'my', 'universe', 'ultimate', 'experience', 'cat', 'vip', 'chris', 'martin', 'tiket', 'konser']"
1033,tiket konser habis terjual promotor diminta tetap buat kesepakatan dengan coldplay,"['tiket', 'konser', 'habis', 'jual', 'promotor', 'sepakat', 'coldplay']"
1034,seorang warga kota palembang sumatra selatan berinisial no melaporkan dugaan penipuan pembelian tiket konser grup musik coldplay bermotif daring melalui media sosial ke sentra pelayanan terpadu kepolisian daerah provinsi setempat,"['warga', 'kota', 'palembang', 'sumatra', 'selatan', 'inisial', 'no', 'lapor', 'duga', 'tipu', 'beli', 'tiket', 'konser', 'grup', 'musik', 'coldplay', 'motif', 'daring', 'media', 'sosial', 'sentra', 'layan', 'padu', 'polisi', 'daerah', 'provinsi']"
1035,direktorat tindak pidana siber dittipidsiber badan reserse kriminal polri mendeteksi adanya dugaan penipuan penjualan t,"['direktorat', 'tindak', 'pidana', 'siber', 'dittipidsiber', 'badan', 'reserse', 'kriminal', 'polri', 'deteksi', 'duga', 'tipu', 'jual', 't']"
1036,orang orang nonton coldplay gue cuma mau nonton konser rossa sama yovie  nuno wkwk kocag kan,"['orang', 'orang', 'nonton', 'coldplay', 'gue', 'nonton', 'konser', 'rossa', 'yovie', 'nuno', 'wkwk', 'kocag']"
1037,please be aware haloo buat temen yang lagi cariwtb tiket konser coldplay atau kpop  tolong sangat hati jangan mudah percaya hny krn seller kirim bukti ktp yg serupa dg nama rekening karena ada komplotan aktif yg beli rekening  foto ktp utk aktivasi rek di hp pelaku,"['please', 'be', 'aware', 'haloo', 'temen', 'cariwtb', 'tiket', 'konser', 'coldplay', 'kpop', 'tolong', 'hati', 'mudah', 'percaya', 'hny', 'krn', 'seller', 'kirim', 'bukti', 'ktp', 'yg', 'dg', 'nama', 'rekening', 'komplot', 'aktif', 'yg', 'beli', 'rekening', 'foto', 'ktp', 'utk', 'aktivasi', 'rek', 'hp', 'laku']"
1038,meskipun belum pasti namun tidak bisa diabaikan karena akun tersebut pun pernah membawa kode soal konser coldplay yang ternyata benar digelar   instagram,"['abai', 'akun', 'bawa', 'kode', 'konser', 'coldplay', 'gelar', 'instagram']"
1039,sebanyak  korban kasus dugaan penipuan tiket konser grup band asal inggris coldplay melapor ke bareskrim polri   mereka,"['korban', 'duga', 'tipu', 'tiket', 'konser', 'grup', 'band', 'inggris', 'coldplay', 'lapor', 'bareskrim', 'polri']"
1040,pengen nonton konser coldplay lagi ya allah,"['ken', 'nonton', 'konser', 'coldplay', 'ya', 'allah']"
1041,wts  want to sell  tiket konser coldplay  my universe festival jt klo mau dm yaa,"['wts', 'want', 'to', 'sell', 'tiket', 'konser', 'coldplay', 'my', 'universe', 'festival', 'jt', 'klo', 'dm', 'yaa']"
1042,yuk beli spotify indplan proses  menit kakkkk gas satset biar bisa dengerin lagu coldplay dah konser sendiri aja famplan ridi bgt   no replace email  akunmu aman  follsnya ngga hilang   full garansi    dana spay gopay qris,"['yuk', 'beli', 'spotify', 'indplan', 'proses', 'menit', 'kakkkk', 'gas', 'satset', 'biar', 'dengerin', 'lagu', 'coldplay', 'dah', 'konser', 'aja', 'famplan', 'ridi', 'bgt', '', 'no', 'replace', 'email', '', 'akun', 'aman', '', 'follsnya', 'ngga', 'hilang', '', 'full', 'garansi', 'dana', 'spay', 'gopay', 'qris']"
1043,wgwg gambaran gw yg ngemute words coldplay konser virgoun inara biar ga muncul mulu di tl sambil joget kadal,"['wgwg', 'gambar', 'gw', 'yg', 'ngemute', 'words', 'coldplay', 'konser', 'virgoun', 'inara', 'biar', 'ga', 'muncul', 'mulu', 'tl', 'joget', 'kadal']"
1044,nonton konser coldplay ga,"['nonton', 'konser', 'coldplay', 'ga']"
1045,direktorat tindak pidana siber bareskrim polri mulai menerima laporan kasus penipuan jualbeli tiket konser coldplay di jakarta  sejauh ini sudah ada  korban melalui satu kuasa hukumnya yang bernama zainul arifin,"['direktorat', 'tindak', 'pidana', 'siber', 'bareskrim', 'polri', 'terima', 'lapor', 'tipu', 'jualbeli', 'tiket', 'konser', 'coldplay', 'jakarta', 'korban', 'kuasa', 'hukum', 'nama', 'zainul', 'arifin']"
1046,update jual tiket konser coldplay rp  juta desta gugat cerai natasha  korupsi bts johnny g  keterlaluan      ashoy media info terbaru jasa aged domain youtube,"['update', 'jual', 'tiket', 'konser', 'coldplay', 'rp', 'juta', 'desta', 'gugat', 'cerai', 'natasha', 'korupsi', 'bts', 'johnny', 'g', 'ashoy', 'media', 'info', 'baru', 'jasa', 'aged', 'domain', 'youtube']"
1047,update jual tiket konser coldplay rp  juta desta gugat cerai natasha  korupsi bts johnny g  keterlaluan,"['update', 'jual', 'tiket', 'konser', 'coldplay', 'rp', 'juta', 'desta', 'gugat', 'cerai', 'natasha', 'korupsi', 'bts', 'johnny', 'g']"
1048,mui minta promotor pastikan konser tidak ada simbol syarat coldplay boleh diadakan di tanah air,"['mui', 'promotor', 'pasti', 'konser', 'simbol', 'syarat', 'coldplay', 'ada', 'tanah', 'air']"
1049,ni pak kapten kalah war tiket coldplay pasti jadi buat konser sendiri di pesawat,"['ni', 'kapten', 'kalah', 'war', 'tiket', 'coldplay', 'konser', 'pesawat']"
1050,salah satu solusi bagi orangorang yang ga kebagian tiket konser coldplay ngider sambil bawa teh manis,"['salah', 'solusi', 'orangorang', 'ga', 'bagi', 'tiket', 'konser', 'coldplay', 'ngider', 'bawa', 'teh', 'manis']"
1051,aku ad tiket konser coldplay my universe kaka mau ga,"['ad', 'tiket', 'konser', 'coldplay', 'my', 'universe', 'kaka', 'ga']"
1052,pa  memang sadiskonser coldplay saja jadi persoalan,"['pa', 'sadiskonser', 'coldplay']"
1053,inilah kali pertama coldplay menggelar konser di indonesia,"['kali', 'coldplay', 'gelar', 'konser', 'indonesia']"
1054,mui menolak konser coldplay di jakarta gimana nih  tanggapan mbak     yg kemarin blg ada sekelompok masyarakat ga perlu disebut,"['mui', 'tolak', 'konser', 'coldplay', 'jakarta', 'gimana', 'nih', 'tanggap', 'mbak', 'yg', 'kemarin', 'blg', 'kelompok', 'masyarakat', 'ga']"
1055,apa pesan yang ingin disampaikan menpora ri melalui upaya memberikan tiket konser coldplay kepada atlet berprestasi s,"['pesan', 'menpora', 'ri', 'upaya', 'tiket', 'konser', 'coldplay', 'atlet', 'prestasi', 's']"
1056,bro anda tdk bijak membuat perbandingan memancing rusuh haji itu ibadah coldplay itu kesenangan duniawi utaraselatan jgn dibandingkn biaya at appn krn mmg tdk pantas konser dg blnj  ol itu br bs bandingkn harga vs butuhtdk,"['bro', 'tdk', 'bijak', 'banding', 'pancing', 'rusuh', 'haji', 'ibadah', 'coldplay', 'senang', 'duniawi', 'utaraselatan', 'jgn', 'dibandingkn', 'biaya', 'at', 'appn', 'krn', 'mmg', 'tdk', 'konser', 'dg', 'blnj', 'ol', 'br', 'bs', 'bandingkn', 'harga', 'vs', 'butuhtdk']"
1057,kalo gak beruntung di konser coldplay semoga beruntung di konser rihana,"['kalo', 'gak', 'untung', 'konser', 'coldplay', 'moga', 'untung', 'konser', 'rihana']"
1058,keabsurdan gue dan temen gue malam ini  ga dapet coldplay konser  taun ahmad dhani pun jadi wkwkkwk,"['absurd', 'gue', 'temen', 'gue', 'malam', 'ga', 'dapet', 'coldplay', 'konser', 'taun', 'ahmad', 'dhani', 'wkwkkwk']"
1059,pengen nonton konser coldplay halah konser dreamies aja ngga nonton apa lagi nanti ada smtown konser ya  mengsedih,"['ken', 'nonton', 'konser', 'coldplay', 'halah', 'konser', 'dreamies', 'aja', 'ngga', 'nonton', 'smtown', 'konser', 'ya', 'mengsedih']"
1060,ikut konser coldplay tidaa kamu,"['konser', 'coldplay', 'tidaa']"
1061,semoga bs dapet tiket konser coldplay dgn harga masuk akal yhh alias ga ditipu calo jg,"['moga', 'bs', 'dapet', 'tiket', 'konser', 'coldplay', 'dgn', 'harga', 'masuk', 'akal', 'yhh', 'alias', 'ga', 'tipu', 'calo', 'jg']"
1062,orang indonesia terlalu fanatik jadi nya guoblokkk semua banyak banget ketipu tiket  ga kpop ga blekping sekarang coldplay cokk cokk  katanya konser khusus para member fans doang kok masih ajah klean kena tipu,"['orang', 'indonesia', 'fanatik', 'nya', 'guoblokkk', 'banget', 'tipu', 'tiket', 'ga', 'kpop', 'ga', 'blekping', 'coldplay', 'cokk', 'cokk', 'konser', 'khusus', 'member', 'fans', 'doang', 'ajah', 'klean', 'kena', 'tipu']"
1063,penipuan ticket coldplay   molen bem ui inara irene pernah,"['tipu', 'ticket', 'coldplay', 'molen', 'bem', 'ui', 'inara', 'irene']"
1064,kalau ada beneranini harus banget nonton sih bukan fomo engganya tapi aku pengen nonton coldplay tuh bukan fomo karena dah lama ga ngerasain konser,"['beneranini', 'banget', 'nonton', 'sih', 'fomo', 'engganya', 'ken', 'nonton', 'coldplay', 'tuh', 'fomo', 'dah', 'ga', 'ngerasain', 'konser']"
1065,temen saya juga disalahgunain ktp dan rekeningnya untuk nipu tiket konser coldplay sama akun twitter  mungkin motifnya sama karena teman saya waktu itu ditawarin endorse scarlett tapi disuruh fotoin ktp,"['temen', 'disalahgunain', 'ktp', 'rekening', 'nipu', 'tiket', 'konser', 'coldplay', 'akun', 'twitter', 'motif', 'teman', 'ditawarin', 'endorse', 'scarlett', 'suruh', 'fotoin', 'ktp']"
1066,temen saya juga disalahgunain ktp dan rekeningnya untuk nipu tiket konser coldplay sama akun twitter  mungkin motifnya sama karena teman saya waktu itu ditawarin endorse scarlett tapi disuruh fotoin ktp dan akhirnya malah disalahgunain buat nipu orang,"['temen', 'disalahgunain', 'ktp', 'rekening', 'nipu', 'tiket', 'konser', 'coldplay', 'akun', 'twitter', 'motif', 'teman', 'ditawarin', 'endorse', 'scarlett', 'suruh', 'fotoin', 'ktp', 'disalahgunain', 'nipu', 'orang']"
1067,boleh nih jastip tiket konser coldplay pak,"['nih', 'jastip', 'tiket', 'konser', 'coldplay']"
1068,kadrun kecolongan anies kecolongan tolak coldplay batalkan konser coldplay seperti timmas israel berhasil ditolak dan pial,"['kadrun', 'colong', 'anies', 'colong', 'tolak', 'coldplay', 'batal', 'konser', 'coldplay', 'timmas', 'israel', 'hasil', 'tolak', 'pial']"
1069,apapa diributin sepakbola fifa diributin konser coldplay direbutin emang politik politik tai sok sokan bawa moral tuh urusin moral kader kader parpol yang korupsi ngerusak moral negara hahaha,"['apapa', 'diributin', 'sepakbola', 'fifa', 'diributin', 'konser', 'coldplay', 'direbutin', 'emang', 'politik', 'politik', 'tai', 'sok', 'sok', 'bawa', 'moral', 'tuh', 'urusin', 'moral', 'kader', 'kader', 'parpol', 'korupsi', 'ngerusak', 'moral', 'negara', 'hahaha']"
1070,giveaway alert   dalam menyambut konser coldplay di jakarta mimin mau bagibagi  buat si paling coldplay,"['giveaway', 'alert', 'sambut', 'konser', 'coldplay', 'jakarta', 'mimin', 'bagibagi', 'si', 'coldplay']"
1071,yang ga kebagian tiket coldplay ini waktu konser di singapore thn  semoga menghibur,"['ga', 'bagi', 'tiket', 'coldplay', 'konser', 'singapore', 'thn', 'moga', 'hibur']"
1072,wts tiket konser coldplay indonesia jakarta cat  sama  bisa cod trusted minat bisa chat ke wa  harga cat   juta  seat sampingan cat   juta  seat sampingan bisa cod minat bisa chat ke wa,"['wts', 'tiket', 'konser', 'coldplay', 'indonesia', 'jakarta', 'cat', 'cod', 'trusted', 'minat', 'chat', 'wa', 'harga', 'cat', 'juta', 'seat', 'samping', 'cat', 'juta', 'seat', 'samping', 'cod', 'minat', 'chat', 'wa']"
1073,wts tiket konser coldplay  my universe  festival  price dmm bisa cod area batam   ,"['wts', 'tiket', 'konser', 'coldplay', 'my', 'universe', 'festival', 'price', 'dmm', 'cod', 'area', 'batam']"
1074,ga peduli sama konser coldplay pengennya nonton smtown kalo di jkt wooyylaaahhh udah ovt dr skrg,"['ga', 'peduli', 'konser', 'coldplay', 'ken', 'nonton', 'smtown', 'kalo', 'jkt', 'wooyylaaahhh', 'udah', 'ovt', 'dr', 'skrg']"
1075,wts tiket konser coldplay  my universe  festival  price dmm bisa cod area batam,"['wts', 'tiket', 'konser', 'coldplay', 'my', 'universe', 'festival', 'price', 'dmm', 'cod', 'area', 'batam']"
1076,eyang gue tau coldplay mau konser,"['eyang', 'gue', 'tau', 'coldplay', 'konser']"
1077,nicho saputra nugraha  dokter di  palembang menjadi korban penipuan pembelian  tiket  konser coldplay melalui jasa titip jastip  nicho kehilangan uang rp juta untuk pembelian dua  tiket  konser coldplay yang dibelinya melalui akun instagram jastip,"['nicho', 'saputra', 'nugraha', 'dokter', 'palembang', 'korban', 'tipu', 'beli', 'tiket', 'konser', 'coldplay', 'jasa', 'titip', 'jastip', 'nicho', 'hilang', 'uang', 'rp', 'juta', 'beli', 'tiket', 'konser', 'coldplay', 'bel', 'akun', 'instagram', 'jastip']"
1078,opo mek aku tok ta rek sing ga demam konser coldplay  agak laen emg makemak  iki,"['opo', 'mek', 'tok', 'ta', 'rek', 'sing', 'ga', 'demam', 'konser', 'coldplay', 'laen', 'emg', 'makemak', 'iki']"
1079,mui dan pa  menolak konser coldplay setuju sih aku pengennya nancy ajram aja,"['mui', 'pa', 'tolak', 'konser', 'coldplay', 'tuju', 'sih', 'ken', 'nancy', 'ajram', 'aja']"
1080,tips aman pakai pinjol untuk beli tiket konser coldplay,"['tips', 'aman', 'pakai', 'pinjol', 'beli', 'tiket', 'konser', 'coldplay']"
1081,jangan sampai anak muda ketularan lgbt,"['anak', 'muda', 'tular', 'lgbt']"
1082,guwah  fomo tiket konser coldplay  fomo tiket ka ekonomi,"['guwah', 'fomo', 'tiket', 'konser', 'coldplay', 'fomo', 'tiket', 'ka', 'ekonomi']"
1083,terkait konser coldplay ini kata ketua bidang dakwah mui soal lgbt dan musik,"['kait', 'konser', 'coldplay', 'ketua', 'bidang', 'dakwah', 'mui', 'lgbt', 'musik']"
1084,me  minggu depan kaka nonton konser temen kaka mau nginep disini ya maa  mom  emang kaka dapet tiket konsernya kosple    bukan coldplay,"['me', 'minggu', 'kaka', 'nonton', 'konser', 'temen', 'kaka', 'nginep', 'ya', 'maa', 'mom', 'emang', 'kaka', 'dapet', 'tiket', 'konser', 'kosple', 'coldplay']"
1085,mau sampe  jt kyknya juga bakal adaa aja yg beli krn taulah masy indo banyak yg haus validasi nonton konser coldplay dianggap keren dan berkelas padahal dengan  jt lu bisa lebih dari sekedar nonton coldplay di indo,"['sampe', 'jt', 'kyknya', 'adaa', 'aja', 'yg', 'beli', 'krn', 'tau', 'masy', 'indo', 'yg', 'haus', 'validasi', 'nonton', 'konser', 'coldplay', 'anggap', 'keren', 'kelas', 'jt', 'lu', 'dar', 'nonton', 'coldplay', 'indo']"
1086,heboh penolakan konser coldplay oleh pa  kiai cholil novel takut kelepasan,"['heboh', 'tolak', 'konser', 'coldplay', 'pa', 'kiai', 'cholil', 'novel', 'takut', 'lepas']"
1087,kata gw coldplay konser di situ aje daripada gbk,"['gw', 'coldplay', 'konser', 'situ', 'aje', 'gbk']"
1088,kira bakal ada ga ya brand or media lokal yg sponsorin konser coldplay trus mereka ngadain kuis n giveaway tiket konsernya wkwkwk,"['ga', 'ya', 'brand', 'or', 'media', 'lokal', 'yg', 'sponsorin', 'konser', 'coldplay', 'trus', 'ngadain', 'kuis', 'n', 'giveaway', 'tiket', 'konser', 'wkwkwk']"
1089,wts want to sell konser coldplay  tiket cat    tiket festival feel free to dm buat harganya ya makasih,"['wts', 'want', 'to', 'sell', 'konser', 'coldplay', 'tiket', 'cat', 'tiket', 'festival', 'feel', 'free', 'to', 'dm', 'harga', 'ya', 'makasih']"
1090,ga dpt coldplay kalo gt taylor swift harus dapet manifesting aja semoga konser tahun ini sblm desember,"['ga', 'dpt', 'coldplay', 'kalo', 'gt', 'taylor', 'swift', 'dapet', 'manifesting', 'aja', 'moga', 'konser', 'sblm', 'desember']"
1091,netizen ngadu ke coldplay minta konser di jakarta tambah hari,"['netizen', 'ngadu', 'coldplay', 'konser', 'jakarta']"
1092,dibandingkan target mungkin lebih ke wishlist ya  umroh bareng orangtua  beli mobil  gaji  digit  jalanjalan naik kereta eksekutif ke bandungjogja  nonton konser coldplay kalo gabisa di indo ya semoga rejekinya di luar juga gapapa   mau switch karir jadi mua,"['banding', 'target', 'wishlist', 'ya', 'umroh', 'bareng', 'orangtua', 'beli', 'mobil', 'gaji', 'digit', 'jalanjalan', 'kereta', 'eksekutif', 'bandungjogja', 'nonton', 'konser', 'coldplay', 'kalo', 'gabisa', 'indo', 'ya', 'moga', 'rejekinya', 'gapapa', 'switch', 'karir', 'mua']"
1093,mas po gk luwih apik  dino konser neng indo untung aku kebagian mas,"['mas', 'po', 'gk', 'luwih', 'apik', 'dino', 'konser', 'neng', 'indo', 'untung', 'bagi', 'mas']"
1094,nanti yg jadi pawang hujan konser coldplay siapa kl mba rara meninggal,"['yg', 'pawang', 'hujan', 'konser', 'coldplay', 'kl', 'mba', 'rara', 'tinggal']"
1095,kalo sertifikat tanah bonyok gw udh digadein buat konser coldplay gmn tek,"['kalo', 'sertifikat', 'tanah', 'bonyok', 'gw', 'udh', 'digadein', 'konser', 'coldplay', 'gmn', 'tek']"
1096,wts  want to sell  tiket coldplay in jakarta  cat a  tix     tix boleh dp dulu ktix untuk menghindari hnr nanti sisanya boleh dicicil sampai h konser atau cod venue  ini aku jual  aja ya karna  lagi untuk aku sama temenku juga ikut nonton,"['wts', 'want', 'to', 'sell', 'tiket', 'coldplay', 'in', 'jakarta', 'cat', 'a', 'tix', 'tix', 'dp', 'ktix', 'hindar', 'hnr', 'sisa', 'cicil', 'h', 'konser', 'cod', 'venue', 'jual', 'aja', 'ya', 'karna', 'temenku', 'nonton']"
1097,orang yg harusnya dapet privilege dapet tiket konser coldplay adalah editor my trip my adventure,"['orang', 'yg', 'dapet', 'privilege', 'dapet', 'tiket', 'konser', 'coldplay', 'editor', 'my', 'trip', 'my', 'adventure']"
1098,pake tiket konser coldplay,"['pake', 'tiket', 'konser', 'coldplay']"
1099,kronologi dokter tertipu tiket konser coldplay tergiur jasa jastip di instagram berujung penipuan,"['kronologi', 'dokter', 'tipu', 'tiket', 'konser', 'coldplay', 'giur', 'jasa', 'jastip', 'instagram', 'ujung', 'tipu']"
1100,tiket konser coldplay di jakarta ludes terjual bukti masyarakat indonesia tak peduli,"['tiket', 'konser', 'coldplay', 'jakarta', 'ludes', 'jual', 'bukti', 'masyarakat', 'indonesia', 'peduli']"
1101,pejalan   detik g masuk akal banget tuh server bagus amat yak  war konser coldplay sama agustd aja servernya down baru juga masuk layarnya uda putih terus  detik itu bayarnya gimana emang yang war cuma  orang  bagus banget tuh server  serius nanya,"['pejal', 'detik', 'g', 'masuk', 'akal', 'banget', 'tuh', 'server', 'bagus', 'yak', 'war', 'konser', 'coldplay', 'agustd', 'aja', 'servernya', 'down', 'masuk', 'layar', 'uda', 'putih', 'detik', 'bayar', 'gimana', 'emang', 'war', 'orang', 'bagus', 'banget', 'tuh', 'server', 'serius', 'nanya']"
